timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-22T13:19:51,optimized_workflow,2e394abe-a03b-4261-bd4b-eb4d8e1e1460,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.7673241000000104,1.0781224787672812e-05,1.405041857498372e-05,42.5,22.67558347999104,5.861181735992432,9.046704652777788e-06,4.82694830599914e-06,1.2379327051711953e-06,1.5111585663948124e-05,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629817962646484,machine,N,1.0
2025-02-22T17:35:02,original_workflow,16d03f12-68c0-4fa9-936f-c56f44b8621f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3236595999999992,1.3797829559684568e-05,1.042400142731906e-05,42.5,4.366449241885442,5.861154556274414,1.560003937500012e-05,1.6027790600003922e-06,2.137014234673039e-06,1.933983266967355e-05,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T17:35:02,optimized_workflow,e2cae22f-0a08-4d6d-8c9e-04955e13a1b9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6671508999999958,6.986532025472053e-06,1.0472191561867184e-05,42.5,4.650782354364779,5.861154556274414,7.861164791666712e-06,8.602784659986207e-07,1.0712824554238409e-06,9.792725713089171e-06,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T17:44:55,original_workflow,fcc7c123-0a65-49f9-ace5-9f16be8ac252,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3275530999999994,1.3804843656921342e-05,1.0398712983248165e-05,42.5,4.211000571993854,5.861154556274414,1.5654497222222193e-05,1.551112351998174e-06,2.1440544581541987e-06,1.9349664032374565e-05,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T17:44:56,optimized_workflow,4ed4acd6-e969-419b-9ed1-a79d8ce44175,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.668907800000003,6.975531801629468e-06,1.0428241084390758e-05,42.5,4.420899157425346,5.861154556274414,7.882755972222262e-06,8.200006559946904e-07,1.0745505375185026e-06,9.777307165735457e-06,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T17:54:28,original_workflow,aac4654c-e8ee-4c48-89d2-559af5d043de,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3137846000000015,1.3738180835223978e-05,1.0456950732429017e-05,42.5,4.493502534921372,5.861154556274414,1.549523083333335e-05,1.6383346439982629e-06,2.1226601043548595e-06,1.9256225581686472e-05,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T17:54:29,optimized_workflow,c9b86156-1914-4196-a30c-ae4a9393c4b9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6666735999999993,6.992148660050967e-06,1.048811391369176e-05,42.5,4.7310075947196815,5.861154556274414,7.855076666666658e-06,8.744451440029222e-07,1.071076500965115e-06,9.800598311634694e-06,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T17:58:18,original_workflow,e22ad602-37e6-43ac-b3b0-18b8b64363ff,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3203327999999992,1.384207323582104e-05,1.048377593574972e-05,42.5,4.628368590657908,5.861154556274414,1.557416513888887e-05,1.6961124679956696e-06,2.1315695477099388e-06,1.940184715459448e-05,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T17:58:18,optimized_workflow,d18e19ea-f420-4f19-b182-0e987c02d19c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.4486296000000003,4.645581535769429e-06,1.0355049100124972e-05,42.5,4.203659672354859,5.861154556274414,5.282289583333307e-06,5.225004180015036e-07,7.067246659879672e-07,6.511514667322777e-06,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T18:03:50,original_workflow,69414f40-d4f8-4836-bff4-776fb61aecfb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3161953000000004,1.3980892039327713e-05,1.0622201765442943e-05,42.5,5.324834898770941,5.861154556274414,1.5523650347222215e-05,1.94500155600158e-06,2.127771682367321e-06,1.959642358559112e-05,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T18:03:50,optimized_workflow,2878e249-79f2-4006-9104-c1c2cf9cd58c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6684356999999999,7.129631925708052e-06,1.0666144740186758e-05,42.5,5.705333764905783,5.861154556274414,7.86681374999996e-06,1.056111955999306e-06,1.0703770698547324e-06,9.993302775853996e-06,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T18:10:32,original_workflow,029e96db-186b-4a88-b568-eb95cdbbba73,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3231931999999986,1.3770760180615608e-05,1.0407218069602854e-05,42.5,4.25713699776907,5.861154556274414,1.560646277777776e-05,1.5633345839954904e-06,2.1320933069934824e-06,1.9301890668766734e-05,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T18:10:32,optimized_workflow,4ec1a947-8326-4d5f-afcb-94614066d338,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.5527596000000017,5.757450355995405e-06,1.0415830599767762e-05,42.5,4.416950248440345,5.861154556274414,6.510583263888926e-06,6.766672080021907e-07,8.827235778136302e-07,8.069974049704748e-06,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T18:14:51,original_workflow,80e62090-c471-4bc7-b5c9-f1e62d914c21,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3291559999999976,1.3923436816277098e-05,1.04753970311063e-05,42.5,4.66725489405606,5.861154556274414,1.56544547222222e-05,1.7191680420011737e-06,2.142268271303175e-06,1.951589103552655e-05,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
2025-02-22T18:14:52,optimized_workflow,2c11dfcf-8c57-47d0-baac-6041210808f8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.5592082000000005,5.773193264381898e-06,1.0323870902432926e-05,42.5,3.992746660925539,5.861154556274414,6.581388263888891e-06,6.183338279938666e-07,8.923181250123993e-07,8.092040216895157e-06,India,IND,tamil nadu,,,Windows-10-10.0.26100-SP0,3.9.11,2.8.3,16,12th Gen Intel(R) Core(TM) i5-12500H,1.0,1 x NVIDIA GeForce RTX 3050 Laptop GPU,80.2739,13.0895,15.629745483398438,machine,N,1.0
